PROVINCIE;GEMEENTENUMMER;GEMEENTENAAM;SOORT INSTELLING;BRIN NUMMER ACTUEEL;INSTELLINGSNAAM ACTUEEL;CROHO ONDERDEEL;CROHO SUBONDERDEEL;OPLEIDINGSCODE ACTUEEL;OPLEIDINGSNAAM ACTUEEL;OPLEIDINGSVORM;SOORT DIPLOMA;GESLACHT;2017;2018;2019;2020;2021
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;deeltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;0;0
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;man;34;28;31;36;31
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;vrouw;6;<5;9;<5;6
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;deeltijd onderwijs;hbo bachelor;man;<5;<5;<5;<5;<5
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;0
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;man;74;88;87;80;71
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;vrouw;57;58;51;63;54
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49137;M Agribusiness Development;duaal onderwijs;hbo master;man;0;<5;5;5;<5
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49137;M Agribusiness Development;duaal onderwijs;hbo master;vrouw;0;<5;6;<5;<5
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80006;Ad Dier- en Veehouderij;voltijd onderwijs;hbo associate degree;man;5;5;<5;9;10
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80006;Ad Dier- en Veehouderij;voltijd onderwijs;hbo associate degree;vrouw;<5;<5;<5;8;10
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80012;Ad Tuinbouw en Akkerbouw;voltijd onderwijs;hbo associate degree;man;<5;<5;<5;9;<5
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80012;Ad Tuinbouw en Akkerbouw;voltijd onderwijs;hbo associate degree;vrouw;<5;0;<5;0;0
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;deeltijd onderwijs;hbo associate degree;man;23;24;22;22;8
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;deeltijd onderwijs;hbo associate degree;vrouw;<5;<5;<5;<5;<5
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo associate degree;man;0;5;<5;6;7
Flevoland;0303;Dronten;reguliere inst.;30TX;Aeres Hogeschool;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80028;Ad Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo associate degree;vrouw;0;<5;<5;9;7
Friesland;0080;Leeuwarden;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;man;<5;<5;<5;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;01VU;Christelijke Hogeschool Windesheim;onderwijs;lerarenopleidingen speciaal onderwijs;44103;M Educational Needs;deeltijd onderwijs;hbo master;vrouw;26;27;7;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;30041;B Popular Culture;voltijd onderwijs;hbo bachelor;man;25;28;17;13;13
Friesland;0080;Leeuwarden;reguliere inst.;25BE;Hanzehogeschool Groningen;taal en cultuur;opleidingen op het gebied van de kunst;30041;B Popular Culture;voltijd onderwijs;hbo bachelor;vrouw;21;10;9;6;13
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;deeltijd onderwijs;hbo bachelor;man;<5;<5;5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;0;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;man;12;22;17;16;9
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34284;B Milieukunde;voltijd onderwijs;hbo bachelor;vrouw;14;<5;12;8;7
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34331;B Biotechnologie;voltijd onderwijs;hbo bachelor;man;14;26;13;16;16
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34331;B Biotechnologie;voltijd onderwijs;hbo bachelor;vrouw;32;32;25;26;26
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34333;B Diermanagement;voltijd onderwijs;hbo bachelor;man;39;33;23;21;18
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34333;B Diermanagement;voltijd onderwijs;hbo bachelor;vrouw;93;64;68;67;69
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34856;B Voedingsmiddelentechnologie;voltijd onderwijs;hbo bachelor;man;16;11;22;16;18
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34856;B Voedingsmiddelentechnologie;voltijd onderwijs;hbo bachelor;vrouw;26;29;27;23;15
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34859;B Management van de Leefomgeving;voltijd onderwijs;hbo bachelor;man;8;16;9;11;26
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34859;B Management van de Leefomgeving;voltijd onderwijs;hbo bachelor;vrouw;<5;<5;9;7;7
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34866;B Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo bachelor;man;16;13;15;20;15
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34866;B Bedrijfskunde en Agribusiness;voltijd onderwijs;hbo bachelor;vrouw;8;8;9;6;11
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;man;13;11;14;6;5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34868;B Tuinbouw en Akkerbouw;voltijd onderwijs;hbo bachelor;vrouw;0;<5;<5;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;man;26;28;30;25;20
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);34869;B Dier- en Veehouderij;voltijd onderwijs;hbo bachelor;vrouw;16;14;9;11;16
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);39204;B Kust en Zee Management;voltijd onderwijs;hbo bachelor;man;23;18;21;18;18
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);39204;B Kust en Zee Management;voltijd onderwijs;hbo bachelor;vrouw;15;17;15;16;19
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;deeltijd onderwijs;hbo master;man;0;0;<5;0;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;voltijd onderwijs;hbo master;man;0;<5;0;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);49290;M Innovative Dairy Chain Management;voltijd onderwijs;hbo master;vrouw;0;<5;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80023;Ad Omgevingskunde;deeltijd onderwijs;hbo associate degree;man;<5;<5;0;0;6
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80023;Ad Omgevingskunde;deeltijd onderwijs;hbo associate degree;vrouw;0;0;0;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80044;Ad Melkveehouderij;voltijd onderwijs;hbo associate degree;man;19;22;11;15;28
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80044;Ad Melkveehouderij;voltijd onderwijs;hbo associate degree;vrouw;<5;<5;<5;<5;8
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80069;Ad Duurzame Watertechnologie;deeltijd onderwijs;hbo associate degree;man;<5;<5;0;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80069;Ad Duurzame Watertechnologie;deeltijd onderwijs;hbo associate degree;vrouw;0;<5;0;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80070;Ad Duurzaam Bodembeheer;deeltijd onderwijs;hbo associate degree;man;<5;0;0;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80141;Ad Voedingsmiddelentechnologie;deeltijd onderwijs;hbo associate degree;man;0;0;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;30HD;Hogeschool Van Hall Larenstein;landbouw en natuurlijke omgeving;n.v.t. (landbouw en natuurlijke omgeving);80141;Ad Voedingsmiddelentechnologie;deeltijd onderwijs;hbo associate degree;vrouw;0;0;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;man;55;31;52;48;37
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);30029;B International Business;voltijd onderwijs;hbo bachelor;vrouw;38;36;41;48;30
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;man;8;<5;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;man;45;36;34;41;29
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34035;B Bedrijfskunde;voltijd onderwijs;hbo bachelor;vrouw;33;27;21;32;23
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;deeltijd onderwijs;hbo bachelor;vrouw;<5;0;0;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;man;37;36;30;30;26
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34402;B Commerciele Economie;voltijd onderwijs;hbo bachelor;vrouw;12;11;12;12;10
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;man;0;0;<5;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;man;16;7;13;13;18
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34405;B Communicatie;voltijd onderwijs;hbo bachelor;vrouw;60;48;36;38;47
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;man;17;16;30;18;23
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34406;B Accountancy;voltijd onderwijs;hbo bachelor;vrouw;11;7;12;16;18
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;deeltijd onderwijs;hbo bachelor;man;0;0;<5;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;deeltijd onderwijs;hbo bachelor;vrouw;0;0;0;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;duaal onderwijs;hbo bachelor;man;0;<5;<5;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;duaal onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;man;221;202;161;135;134
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34411;B Hotel Management;voltijd onderwijs;hbo bachelor;vrouw;377;359;317;301;330
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;man;5;7;8;5;14
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34419;B European Studies;voltijd onderwijs;hbo bachelor;vrouw;15;9;18;13;16
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;man;<5;0;<5;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;man;7;12;16;18;24
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34464;B Bestuurskunde/Overheidsmanagement;voltijd onderwijs;hbo bachelor;vrouw;10;8;6;8;12
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;man;<5;<5;0;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;<5;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;man;24;21;21;20;13
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);34609;B Human Resource Management;voltijd onderwijs;hbo bachelor;vrouw;49;52;38;44;30
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;man;85;51;73;45;35
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35516;B Creative Business;voltijd onderwijs;hbo bachelor;vrouw;133;102;104;98;84
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;duaal onderwijs;hbo bachelor;man;13;10;7;5;7
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35517;B Finance, Tax and Advice;duaal onderwijs;hbo bachelor;vrouw;6;<5;<5;6;6
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;man;5;6;<5;<5;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;man;26;20;26;20;21
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35520;B Finance & Control;voltijd onderwijs;hbo bachelor;vrouw;15;12;5;7;9
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;man;21;11;27;15;17
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35521;B Leisure & Events Management;voltijd onderwijs;hbo bachelor;vrouw;73;61;73;53;56
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;duaal onderwijs;hbo bachelor;man;25;33;24;34;15
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;duaal onderwijs;hbo bachelor;vrouw;11;25;15;23;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;man;9;29;8;23;13
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35523;B Ondernemerschap & Retail Management;voltijd onderwijs;hbo bachelor;vrouw;30;26;18;13;20
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;man;31;13;16;23;12
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);35524;B Tourism Management;voltijd onderwijs;hbo bachelor;vrouw;90;82;75;83;61
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;man;<5;13;15;14;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39205;B HBO - Rechten;voltijd onderwijs;hbo bachelor;vrouw;29;41;43;32;27
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;man;12;7;<5;0;0
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;deeltijd onderwijs;hbo bachelor;vrouw;<5;<5;<5;0;<5
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;man;64;59;64;70;36
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);39268;B Integrale Veiligheidskunde;voltijd onderwijs;hbo bachelor;vrouw;26;18;34;25;38
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);45284;M Content & Media Strategy;voltijd onderwijs;hbo master;man;0;<5;9;11;6
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);45284;M Content & Media Strategy;voltijd onderwijs;hbo master;vrouw;0;9;21;41;37
Friesland;0080;Leeuwarden;reguliere inst.;31FR;NHL Stenden Hogeschool;economie;n.v.t. (economie);49135;M International Leisure, Tourism & Events Management;voltijd onderwijs;hbo master;man;8;12;18;6;11
